operation,datetime,price
Agroservis,21.04.2025 14:14,-605.0
клиента,22.04.2025 18:34,631.0
FITNESS_HOUSE,22.04.2025 03:09,-1590.0
клиента,23.04.2025 14:30,147.0
OBEDOV,22.04.2025 12:31,-111.0
клиента,23.04.2025 17:10,1501.0
клиента,23.04.2025 17:59,657.0
клиента,23.04.2025 22:47,82.26
клиента,23.04.2025 23:28,3210.0
клиента,24.04.2025 13:48,410.0
OBEDOV,23.04.2025 14:30,-147.0
клиента,24.04.2025 15:43,700.0
32,22.04.2025 15:31,-250.0
LYUBYAT,22.04.2025 18:34,-631.0
ZAVOD N 1065,23.04.2025 17:10,-1501.0
Agroservis,24.04.2025 13:48,-410.0
клиента,25.04.2025 14:02,214.98
Y.M*N859142,24.04.2025 15:43,-700.0
Оплата товаров и услуг KHLEBNIK,23.04.2025 17:59,-657.0
PYATEROCHKA 91,23.04.2025 22:47,-82.26
CVETY,23.04.2025 23:28,-3210.0
Сбербанк,25.04.2025 21:40,4516.0
клиента,25.04.2025 21:47,-1800.0
клиента,26.04.2025 11:47,471.26
эксп.дост.),26.04.2025 11:47,-567.26
клиента,26.04.2025 13:42,760.0
Оплата СБП QR (Сервисы Яндекса),26.04.2025 13:42,-760.0
клиента,26.04.2025 16:22,360.0
клиента,26.04.2025 16:47,940.0
клиента,27.04.2025 15:08,2.0
клиента,27.04.2025 15:08,2.0
SPETERBURG-6,25.04.2025 21:43,-2620.0
клиента,27.04.2025 15:21,189.0
KRASNOE&BELOE,25.04.2025 14:02,-214.98
клиента,27.04.2025 18:06,380.0
клиента,27.04.2025 18:59,700.0
клиента,27.04.2025 21:34,2700.0
клиента,28.04.2025 12:41,700.0
клиента,28.04.2025 12:54,629.0
Y.M*N859142,27.04.2025 18:59,-700.0
Оплата товаров и услуг VODOMAT,27.04.2025 15:08,-2.0
Оплата товаров и услуг VODOMAT,27.04.2025 15:08,-2.0
Оплата товаров и услуг EGURTI,26.04.2025 16:22,-360.0
"K.V,",26.04.2025 16:47,-940.0
клиента,28.04.2025 18:48,16500.0
900 332-42-60,28.04.2025 18:49,-16500.0
клиента,28.04.2025 20:40,341.0
Оплата СБП QR (Сервисы Яндекса),28.04.2025 20:40,-341.0
клиента,28.04.2025 20:52,9.0
Оплата СБП QR (Сервисы Яндекса),28.04.2025 20:52,-9.0
клиента,29.04.2025 12:32,147.0
Y.M*N859142,28.04.2025 12:41,-700.0
Оплата товаров и услуг KHLEBNIK,27.04.2025 15:21,-189.0
PRACHECHNAYA,27.04.2025 18:06,-380.0
Оплата товаров и услуг YARUMEN,27.04.2025 21:34,-2700.0
клиента,29.04.2025 20:00,340.0
клиента,29.04.2025 20:14,109.0
Сбербанк,29.04.2025 23:38,12030.57
клиента,29.04.2025 23:39,-12000.0
клиента,30.04.2025 10:56,1538.8
эксп.дост.),30.04.2025 10:56,-1569.37
OBEDOV,29.04.2025 12:32,-147.0
CEKH85,28.04.2025 12:54,-629.0
Сбербанк,30.04.2025 17:13,10000.0
клиента,30.04.2025 20:01,-10000.0
клиента,30.04.2025 22:27,2.0
клиента,30.04.2025 22:28,2.0
клиента,30.04.2025 22:44,1516.32
клиента,30.04.2025 23:23,1705.0
Оплата товаров и услуг VODOMAT,30.04.2025 22:27,-2.0
Оплата товаров и услуг VODOMAT,30.04.2025 22:28,-2.0
Оплата товаров и услуг SPBPU,30.04.2025 23:23,-1705.0
Оплата товаров и услуг KHLEBNIK,29.04.2025 20:00,-340.0
Оплата товаров и услуг KHLEBNIK,29.04.2025 20:14,-109.0
Т-Банк,02.05.2025 00:12,4040.0
клиента,02.05.2025 00:16,4040.0
клиента,02.05.2025 00:16,4400.0
клиента,02.05.2025 00:22,-4400.0
Сбербанк,02.05.2025 00:23,-4040.0
клиента,02.05.2025 13:53,3000.0
клиента,02.05.2025 15:23,990.0
клиента,02.05.2025 17:02,950.0
PYATEROCHKA 91,30.04.2025 22:44,-1516.32
клиента,02.05.2025 19:04,449.98
клиента,02.05.2025 20:39,918.11
Сбербанк,03.05.2025 09:58,2371.0
Оплата товаров и услуг CHENCHI,02.05.2025 00:13,-4040.0
pay,02.05.2025 19:04,-449.98
pay,03.05.2025 16:00,-1149.96
PYATEROCHKA 7050,02.05.2025 20:39,-918.11
Оплата товаров и услуг RCP,02.05.2025 13:53,-3000.0
Оплата товаров и услуг KAFE,02.05.2025 15:23,-990.0
Оплата товаров и услуг KAFE,02.05.2025 17:02,-950.0
клиента,04.05.2025 22:03,500.0
Оплата СБП QR (Сервисы Яндекса),04.05.2025 22:03,-1459.0
Оплата СБП QR (Сервисы Яндекса),04.05.2025 22:03,-1.0
клиента,05.05.2025 09:54,1652.21
клиента,05.05.2025 16:15,350.96
клиента,05.05.2025 16:29,1837.06
клиента,06.05.2025 13:07,828.0
pay,05.05.2025 09:54,-1913.25
PIROGOVYY DVORIK,06.05.2025 13:07,-828.0
PYATEROCHKA 7050,05.05.2025 16:15,-350.96
MM BLANKENBURG,05.05.2025 16:29,-1837.06
клиента,08.05.2025 19:00,380.0
клиента,09.05.2025 10:29,3192.04
эксп.дост.),09.05.2025 10:29,-3192.04
клиента,09.05.2025 23:35,2520.0
клиента,10.05.2025 07:23,118.0
перевозок_13),10.05.2025 07:23,-118.0
клиента,10.05.2025 12:04,700.0
"15-01, Сбербанк",10.05.2025 12:04,-700.0
клиента,10.05.2025 14:23,150.0
клиента,10.05.2025 15:39,148.0
PRACHECHNAYA,08.05.2025 19:00,-380.0
клиента,10.05.2025 17:12,1341.53
клиента,11.05.2025 09:34,125.0
клиента,11.05.2025 12:04,200.0
PLUS,11.05.2025 12:04,-200.0
Severo-Zapadnaya p,10.05.2025 15:39,-148.0
BRIGA,09.05.2025 23:35,-2520.0
клиента,11.05.2025 16:19,119.9
KOKTEYLI,10.05.2025 14:23,-150.0
"""TRANS-BALT""",11.05.2025 09:34,-125.0
клиента,12.05.2025 15:45,220.0
клиента,12.05.2025 16:00,1607.11
Оплата товаров и услуг LENTA-0010,10.05.2025 17:12,-1341.53
47145D,11.05.2025 16:19,-119.9
клиента,14.05.2025 14:18,254.0
Озон Банк (Ozon),14.05.2025 14:19,-254.0
TOREZA,12.05.2025 15:45,-220.0
ERMOLINO,12.05.2025 16:00,-1607.11
Сбербанк,15.05.2025 02:23,52768.71
клиента,15.05.2025 02:24,-52000.0
клиента,15.05.2025 09:51,1831.29
ChatGPT),15.05.2025 09:51,-2600.0
клиента,16.05.2025 09:46,360.0
+79516708737,16.05.2025 09:46,-360.0
клиента,16.05.2025 12:54,130.0
Оплата СБП QR (Сервисы Яндекса),16.05.2025 12:54,-130.0
клиента,17.05.2025 13:06,1174.92
клиента,18.05.2025 11:49,380.0
клиента,18.05.2025 12:21,122.48
KING 0490,17.05.2025 13:06,-1174.92
PYATEROCHKA 91,18.05.2025 12:21,-122.48
Сбербанк,19.05.2025 20:06,7217.0
клиента,19.05.2025 20:08,-7000.0
клиента,19.05.2025 21:48,5214.19
клиента,20.05.2025 08:50,395.0
Озон Банк (Ozon),20.05.2025 08:50,-395.0
клиента,20.05.2025 08:52,46.0
клиента,20.05.2025 13:45,176.0
клиента,20.05.2025 19:11,1396.01
PRACHECHNAYA,18.05.2025 11:49,-380.0
Сбербанк,21.05.2025 11:17,1519.0
A.YU.,20.05.2025 08:52,-46.0
OBEDOV,20.05.2025 13:45,-176.0
Оплата товаров и услуг OKEY,19.05.2025 21:48,-5431.19
Оплата товаров и услуг OKEY,20.05.2025 19:11,-1396.01
Сбербанк,22.05.2025 19:37,1254.0
клиента,22.05.2025 19:37,-2336.03
клиента,23.05.2025 03:08,1590.0
клиента,23.05.2025 18:15,2344.0
клиента,24.05.2025 10:01,1.0
Оплата СБП QR (Сервисы Яндекса),24.05.2025 10:01,-1.0
клиента,24.05.2025 10:08,9.0
Оплата СБП QR (Сервисы Яндекса),24.05.2025 10:08,-9.0
клиента,24.05.2025 12:41,256.0
FITNESS_HOUSE,23.05.2025 03:08,-1590.0
Оплата товаров и услуг OKEY,22.05.2025 18:01,-436.97
Сбербанк,24.05.2025 22:38,2716.0
клиента,24.05.2025 22:39,-2716.0
Оплата товаров и услуг KAMBER,23.05.2025 18:15,-2344.0
клиента,25.05.2025 20:28,1501.0
клиента,25.05.2025 20:54,132.0
клиента,25.05.2025 23:21,2800.0
клиента,26.05.2025 10:31,46.0
BULOCHNAYA 113,24.05.2025 12:41,-256.0
клиента,26.05.2025 20:16,2030.84
эксп.дост.),26.05.2025 20:16,-2030.84
клиента,27.05.2025 15:05,147.0
клиента,27.05.2025 15:06,65.0
1170,25.05.2025 20:28,-1501.0
CEKH 85,25.05.2025 20:54,-132.0
PONG,25.05.2025 23:21,-2800.0
OBEDOV,27.05.2025 15:05,-147.0
OBEDOV,27.05.2025 15:06,-65.0
LESNAYA,26.05.2025 10:31,-46.0
клиента,28.05.2025 18:29,105.0
клиента,28.05.2025 23:40,823.0
Оплата СБП QR (Сервисы Яндекса),28.05.2025 23:40,-823.0
клиента,28.05.2025 23:40,7.0
Оплата СБП QR (Сервисы Яндекса),28.05.2025 23:40,-7.0
RETAIL,28.05.2025 18:29,-105.0
клиента,29.05.2025 17:28,988.54
клиента,29.05.2025 17:34,80.0
Сбербанк,30.05.2025 02:07,6380.33
клиента,30.05.2025 02:09,-6000.0
NIKOLAYEVA I.V.,29.05.2025 17:34,-80.0
клиента,30.05.2025 20:55,1059.57
PYATEROCHKA 7050,29.05.2025 17:28,-988.54
клиента,31.05.2025 00:56,1000.0
клиента,31.05.2025 13:01,475.0
клиента,31.05.2025 13:29,1606.8
YM*firstbyte,31.05.2025 00:56,-1000.0
клиента,31.05.2025 21:06,1705.0
BUKSHTYNOV,31.05.2025 13:01,-475.0
Оплата товаров и услуг SPBPU,31.05.2025 21:06,-1705.0
KING 0522,30.05.2025 20:55,-1439.9
клиента,01.06.2025 19:25,380.0
клиента,01.06.2025 21:27,1820.0
клиента,01.06.2025 23:07,595.0
Оплата СБП QR (Сервисы Яндекса),01.06.2025 23:07,-595.0
клиента,01.06.2025 23:07,5.0
Оплата СБП QR (Сервисы Яндекса),01.06.2025 23:07,-5.0
Сбербанк,02.06.2025 08:37,3000.0
клиента,02.06.2025 08:37,-3000.0
клиента,02.06.2025 12:33,32.0
клиента,02.06.2025 14:57,1623.67
клиента,02.06.2025 14:59,168.0
Оплата товаров и услуг OKEY,31.05.2025 13:29,-1606.8
клиента,03.06.2025 10:43,30.0
PRACHECHNAYA,01.06.2025 19:25,-380.0
GRUPP,01.06.2025 21:27,-1820.0
клиента,04.06.2025 13:22,714.42
эксп.дост.),04.06.2025 13:22,-714.42
LESNAYA,02.06.2025 12:33,-32.0
EVO_SUKHOFRUKTY,02.06.2025 14:59,-168.0
ERMOLINO,02.06.2025 14:57,-1623.67
клиента,05.06.2025 15:55,38.37
клиента,05.06.2025 16:06,1138.0
PRACHECHNAYA,03.06.2025 10:43,-30.0
клиента,06.06.2025 21:20,198.89
PIROGOVYY DVORIK,05.06.2025 16:06,-1138.0
клиента,07.06.2025 10:54,125.0
клиента,07.06.2025 12:07,62.0
клиента,07.06.2025 13:34,224.0
PYATEROCHKA 11,05.06.2025 15:55,-38.37
"""TRANS-BALT""",07.06.2025 10:54,-125.0
KRASNOE&BELOE,06.06.2025 21:20,-198.89
Оплата товаров и услуг AO SZPPK.,07.06.2025 13:34,-224.0
клиента,09.06.2025 15:34,11.0
клиента,09.06.2025 15:34,1734.0
BALTIJS AO SZ,07.06.2025 12:07,-62.0
клиента,10.06.2025 12:04,200.0
YANDEX*5815*PLUS,10.06.2025 12:04,-200.0
клиента,10.06.2025 13:25,625.0
YANDEX*5411*LAVKA,09.06.2025 15:34,-1745.0
клиента,10.06.2025 17:24,1529.0
Сбербанк,11.06.2025 18:52,10000.0
Сбербанк,11.06.2025 18:53,55776.67
клиента,11.06.2025 19:30,-65776.67
Оплата товаров и услуг CINNABON,10.06.2025 13:25,-625.0
Оплата товаров и услуг R NAUKI 23,10.06.2025 17:24,-1529.0
клиента,12.06.2025 22:26,2570.0
YARUMEN,12.06.2025 22:26,-2570.0
клиента,13.06.2025 16:18,1837.1
клиента,13.06.2025 16:40,586.0
KITCHEN_1,13.06.2025 16:40,-586.0
PYATEROCHKA 7050,13.06.2025 16:18,-1837.1
клиента,17.06.2025 18:55,122.78
клиента,18.06.2025 21:58,815.33
эксп.дост.),18.06.2025 21:58,-815.33
клиента,19.06.2025 10:11,380.0
клиента,19.06.2025 11:15,600.0
клиента,19.06.2025 13:29,399.98
клиента,19.06.2025 20:00,167.9
клиента,19.06.2025 20:06,454.0
клиента,19.06.2025 20:11,30.0
KRASNOE&BELOE,17.06.2025 18:55,-122.78
BUKSHTYNOV,19.06.2025 20:06,-454.0
клиента,20.06.2025 13:11,1304.5
Оплата СБП QR (Сервисы Яндекса),20.06.2025 13:11,-1304.5
клиента,20.06.2025 13:12,5.5
Оплата СБП QR (Сервисы Яндекса),20.06.2025 13:12,-5.5
Яндекса),20.06.2025 13:24,1304.5
Яндекса),20.06.2025 13:24,5.5
Оплата СБП QR (Сервисы Яндекса),20.06.2025 13:45,-1304.5
Оплата СБП QR (Сервисы Яндекса),20.06.2025 13:45,-5.5
pay,19.06.2025 13:29,-399.98
клиента,20.06.2025 20:42,2600.0
ChatGPT),20.06.2025 20:42,-2600.0
клиента,20.06.2025 21:48,2500.38
PRACHECHNAYA,19.06.2025 20:11,-30.0
PRACHECHNAYA,19.06.2025 10:11,-380.0
Оплата товаров и услуг KHLEBNIK,19.06.2025 11:15,-600.0
PYATEROCHKA 7050,19.06.2025 20:00,-167.9
клиента,22.06.2025 01:22,350.0
+79516708737,22.06.2025 01:22,-350.0
Оплата товаров и услуг OKEY,20.06.2025 21:48,-2500.38
клиента,23.06.2025 21:37,82.69
клиента,23.06.2025 22:56,124.99
Сбербанк,24.06.2025 16:04,1953.0
Оплата СБП QR (Сервисы Яндекса),25.06.2025 13:32,-673.0
Сбербанк,25.06.2025 13:33,2716.0
Оплата СБП QR (Сервисы Яндекса),25.06.2025 13:56,-7.0
клиента,25.06.2025 15:19,344.0
KRASNOE&BELOE,23.06.2025 21:37,-82.69
PEREKRESTOK YAKHTENNAY,23.06.2025 22:56,-124.99
Оплата товаров и услуг Idolcut,25.06.2025 15:08,-2500.0
клиента,27.06.2025 12:12,56.0
VASILEOSTROVSKAYA N 30,25.06.2025 15:19,-1501.0
BULOCHNAYA 48,25.06.2025 15:12,-296.0
BULOCHNAYA 48,25.06.2025 15:12,-36.0
клиента,28.06.2025 17:27,1220.0
клиента,28.06.2025 18:42,400.0
клиента,28.06.2025 20:18,112.77
Оплата товаров и услуг IP Yun O. B.,28.06.2025 17:27,-1220.0
131,27.06.2025 12:12,-56.0
клиента,30.06.2025 10:26,81.0
клиента,30.06.2025 10:28,90.0
клиента,30.06.2025 12:22,514.0
клиента,30.06.2025 14:25,148.0
KRASNOE&BELOE,28.06.2025 20:18,-112.77
RETAIL,30.06.2025 10:26,-81.0
RETAIL,30.06.2025 10:28,-90.0
OBEDOV,30.06.2025 12:22,-514.0
Оплата товаров и услуг MENGA,28.06.2025 18:42,-400.0
Сбербанк,01.07.2025 14:42,96130.08
клиента,01.07.2025 14:50,-96130.08
клиента,01.07.2025 17:18,48.0
клиента,01.07.2025 17:31,129.99
KITCHEN_2,30.06.2025 14:25,-148.0
клиента,01.07.2025 19:15,5671.82
клиента,02.07.2025 17:36,700.0
клиента,02.07.2025 23:51,2220.0
клиента,03.07.2025 13:42,1011.0
Оплата СБП QR (Сервисы Яндекса),03.07.2025 13:42,-1011.0
клиента,03.07.2025 13:57,9.0
Оплата СБП QR (Сервисы Яндекса),03.07.2025 13:57,-9.0
STAR CAFE,02.07.2025 23:51,-2220.0
Y.M*N859142,02.07.2025 17:36,-700.0
клиента,03.07.2025 17:05,109.0
LESNAYA,01.07.2025 17:18,-48.0
Оплата товаров и услуг OKEY,01.07.2025 19:15,-5671.82
PEREOSMYSLEN,01.07.2025 17:31,-129.99
клиента,05.07.2025 14:53,1140.0
LYUBYAT,03.07.2025 17:05,-109.0
клиента,05.07.2025 21:32,1848.0
клиента,05.07.2025 21:55,1360.0
клиента,05.07.2025 23:19,314.24
PRACHECHNAYA,05.07.2025 14:53,-1140.0
78666D,05.07.2025 23:19,-314.24
CVETY,05.07.2025 21:32,-1848.0
Оплата товаров и услуг KULTURA,05.07.2025 21:55,-1360.0
клиента,07.07.2025 23:28,765.0
клиента,08.07.2025 20:47,271.0
Оплата СБП QR (NETMONET),08.07.2025 20:47,-271.0
клиента,08.07.2025 22:24,205.0
Оплата товаров и услуг QSR 21122,07.07.2025 23:28,-765.0
клиента,09.07.2025 22:30,1296.23
клиента,10.07.2025 12:04,200.0
YANDEX*5815*PLUS,10.07.2025 12:04,-200.0
Оплата товаров и услуг SPBPU,09.07.2025 22:30,-1296.23
BULOCHNAYA 89,08.07.2025 22:24,-205.0
клиента,10.07.2025 22:32,2170.0
клиента,11.07.2025 17:52,124.99
клиента,11.07.2025 17:58,4700.0
клиента,12.07.2025 00:24,250.0
клиента,12.07.2025 00:57,2196.0
клиента,12.07.2025 03:44,1200.0
GALEREYA,10.07.2025 22:32,-2170.0
клиента,13.07.2025 11:57,1684.0
клиента,13.07.2025 15:57,560.0
PEREKRESTOK BUKHARESTS,11.07.2025 17:52,-124.99
Оплата товаров и услуг RCP,11.07.2025 17:58,-4700.0
Оплата товаров и услуг KAFE,12.07.2025 00:24,-250.0
Оплата товаров и услуг KAFE,12.07.2025 00:57,-2196.0
Оплата товаров и услуг KAFE,12.07.2025 03:44,-1200.0
Сбербанк,13.07.2025 21:46,6950.0
Оплата товаров и услуг IP Do Sin E,13.07.2025 11:57,-1684.0
Dried fruit,13.07.2025 15:57,-560.0
YANDEX*5411*LAVKA,15.07.2025 16:15,-851.0
Оплата товаров и услуг SPAR 909,13.07.2025 23:22,-4300.68
Сбербанк,16.07.2025 15:00,11900.0
Оплата СБП QR (Сервисы Яндекса),16.07.2025 15:24,-688.0
Оплата СБП QR (Сервисы Яндекса),16.07.2025 15:24,-2.0
Яндекса),16.07.2025 15:34,688.0
Яндекса),16.07.2025 15:34,2.0
Оплата СБП QR (Сервисы Яндекса),16.07.2025 15:35,-688.0
Оплата СБП QR (Сервисы Яндекса),16.07.2025 15:35,-2.0
клиента,16.07.2025 15:54,-13008.32
клиента,16.07.2025 18:42,332.0
Оплата СБП QR (Сервисы Яндекса),16.07.2025 18:42,-332.0
клиента,16.07.2025 18:49,8.0
Оплата СБП QR (Сервисы Яндекса),16.07.2025 18:49,-8.0
Яндекса),16.07.2025 19:14,95.0
клиента,16.07.2025 21:16,1865.0
клиента,16.07.2025 21:16,4297.0
клиента,16.07.2025 21:20,543.0
Оплата СБП QR (NETMONET),16.07.2025 21:20,-543.0
клиента,16.07.2025 22:37,149.0
клиента,16.07.2025 22:43,690.0
клиента,17.07.2025 01:05,204.56
клиента,17.07.2025 11:51,1065.95
Сбербанк,17.07.2025 14:32,3000.0
Оплата товаров и услуг MAKKOLI,16.07.2025 21:16,-4297.0
клиента,18.07.2025 10:11,-3000.0
SOYUZ,16.07.2025 21:16,-1960.0
LYUBYAT,16.07.2025 22:37,-149.0
LYUBYAT,16.07.2025 22:43,-690.0
клиента,18.07.2025 21:27,122.5
клиента,18.07.2025 21:29,50.0
PEREKRESTOK KUSHELEVKA,17.07.2025 01:05,-204.56
KING 0124,17.07.2025 11:51,-1065.95
KITCHEN_1,18.07.2025 21:27,-122.5
KITCHEN_1,18.07.2025 21:29,-50.0
клиента,19.07.2025 21:58,109.99
клиента,19.07.2025 23:43,109.0
клиента,20.07.2025 02:01,169.0
клиента,20.07.2025 02:09,99.0
клиента,20.07.2025 02:10,1.0
YANDEX*8398*CHARITY,20.07.2025 02:10,-1.0
клиента,20.07.2025 02:35,1558.82
клиента,20.07.2025 13:33,1654.0
YANDEX*7999*SCOOTERS,20.07.2025 02:09,-99.0
YANDEX*7999*SCOOTERS,20.07.2025 02:01,-169.0
клиента,20.07.2025 14:46,990.0
клиента,20.07.2025 14:59,6600.0
клиента,20.07.2025 18:13,1370.0
клиента,20.07.2025 18:44,130.0
клиента,20.07.2025 20:11,200.0
клиента,20.07.2025 20:39,230.0
клиента,20.07.2025 20:45,100.0
клиента,20.07.2025 20:55,100.0
клиента,20.07.2025 21:01,229.0
клиента,20.07.2025 21:02,69.0
клиента,20.07.2025 21:02,1.0
YANDEX*8398*CHARITY,20.07.2025 21:02,-1.0
AV,20.07.2025 14:46,-990.0
YANDEX*7999*SCOOTERS,20.07.2025 21:02,-69.0
YANDEX*7999*SCOOTERS,20.07.2025 20:55,-100.0
YANDEX*7999*SCOOTERS,20.07.2025 21:01,-229.0
YANDEX*7999*SCOOTERS,20.07.2025 20:45,-100.0
YANDEX*7999*SCOOTERS,20.07.2025 20:39,-230.0
FOODCOMB,20.07.2025 18:13,-1370.0
FOODCOMB,20.07.2025 18:45,-130.0
Оплата товаров и услуг IP U EA,20.07.2025 13:33,-1654.0
KRASNOE&BELOE,19.07.2025 21:58,-109.99
Оплата товаров и услуг MARKET,19.07.2025 23:43,-109.0
Сбербанк,21.07.2025 22:03,850.0
Оплата товаров и услуг IP KOZHIN,20.07.2025 20:11,-200.0
PITERLEND_AKVA_SPA,20.07.2025 14:59,-6600.0
SAINT-TETERS,20.07.2025 02:35,-1558.82
Оплата СБП QR (Сервисы Яндекса),22.07.2025 18:08,-366.0
Оплата СБП QR (Сервисы Яндекса),22.07.2025 18:08,-4.0
клиента,22.07.2025 22:09,696.1
Оплата СБП QR (Сервисы Яндекса),22.07.2025 22:09,-766.1
клиента,22.07.2025 22:09,3.9
Оплата СБП QR (Сервисы Яндекса),22.07.2025 22:09,-3.9
клиента,23.07.2025 14:23,20560.0
YANDEX*5399*SPLIT,23.07.2025 14:24,-20560.0
PRACHECHNAYA,22.07.2025 13:40,-380.0
PRACHECHNAYA,22.07.2025 20:35,-30.0
клиента,25.07.2025 22:00,2042.68
клиента,26.07.2025 10:12,1501.0
клиента,26.07.2025 10:26,140.0
клиента,26.07.2025 15:02,2960.0
клиента,27.07.2025 10:10,270.0
Оплата СБП QR (Сервисы Яндекса),27.07.2025 10:10,-270.0
SAINT-TETERS,25.07.2025 22:00,-2042.68
1174,26.07.2025 10:12,-1501.0
Оплата товаров и услуг KEBAB 24,26.07.2025 10:26,-140.0
R.G.,26.07.2025 15:02,-2960.0
клиента,29.07.2025 21:47,247.27
клиента,30.07.2025 00:08,299.9
клиента,30.07.2025 18:55,1080.0
KRASNOE&BELOE,29.07.2025 21:47,-247.27
клиента,31.07.2025 16:17,1462.0
Оплата СБП QR (Сервисы Яндекса),31.07.2025 16:17,-1462.0
клиента,31.07.2025 16:17,8.0
Оплата СБП QR (Сервисы Яндекса),31.07.2025 16:17,-8.0
R.G.,30.07.2025 18:55,-1080.0
78005D,30.07.2025 00:08,-299.9
клиента,01.08.2025 19:50,3060.0
клиента,01.08.2025 19:51,2020.0
клиента,01.08.2025 21:36,2790.0
клиента,01.08.2025 21:42,59.99
клиента,01.08.2025 21:46,1199.0
клиента,01.08.2025 21:50,343.0
Оплата СБП QR (Сервисы Яндекса),01.08.2025 21:50,-343.0
клиента,01.08.2025 21:58,7.0
Оплата СБП QR (Сервисы Яндекса),01.08.2025 21:58,-7.0
клиента,02.08.2025 05:16,501.0
Оплата СБП QR (Сервисы Яндекса),02.08.2025 05:16,-501.0
клиента,02.08.2025 05:22,9.0
Оплата СБП QR (Сервисы Яндекса),02.08.2025 05:22,-9.0
клиента,02.08.2025 21:21,127.0
клиента,02.08.2025 22:05,219.98
SHAROVA,01.08.2025 19:51,-3060.0
EVROPOLIS,01.08.2025 21:37,-2790.0
Оплата товаров и услуг BUKVOED,01.08.2025 21:46,-1199.0
Оплата товаров и услуг OKEY,01.08.2025 21:42,-59.99
Оплата товаров и услуг MAKKOLI.__,01.08.2025 19:51,-2020.0
Оплата товаров и услуг APTEKA 269,02.08.2025 21:21,-127.0
PEREKRESTOK,02.08.2025 22:05,-219.98
клиента,04.08.2025 17:09,1790.0
клиента,04.08.2025 18:01,527.0
клиента,04.08.2025 18:07,194.99
клиента,05.08.2025 12:40,81.0
клиента,05.08.2025 12:41,105.0
EXPRESSMEDSERVICE,04.08.2025 17:09,-1790.0
клиента,06.08.2025 02:53,1798.93
Оплата СБП QR (Сервисы Яндекса),06.08.2025 02:53,-1798.93
клиента,06.08.2025 02:53,1.07
Оплата СБП QR (Сервисы Яндекса),06.08.2025 02:53,-1.07
Яндекса),06.08.2025 02:53,1798.93
Яндекса),06.08.2025 02:53,1.07
Оплата СБП QR (Сервисы Яндекса),06.08.2025 02:56,-1700.93
Оплата СБП QR (Сервисы Яндекса),06.08.2025 02:56,-9.07
клиента,06.08.2025 07:36,70.0
клиента,06.08.2025 08:22,72.0
RETAIL,05.08.2025 12:41,-105.0
RETAIL,05.08.2025 12:40,-81.0
клиента,06.08.2025 14:17,35700.0
С.Ф.),06.08.2025 14:18,-35700.0
ХАБАРОВА С.Ф.),06.08.2025 14:19,35700.0
С.Ф.),06.08.2025 14:20,-35700.0
Оплата товаров и услуг B-12,04.08.2025 18:01,-527.0
KRASNOE&BELOE,04.08.2025 18:08,-194.99
клиента,06.08.2025 15:14,2358.0
Оплата СБП QR (Ингосстрах),06.08.2025 15:14,-2358.0
клиента,06.08.2025 18:56,72.0
клиента,06.08.2025 19:25,124.0
клиента,07.08.2025 12:01,1970.0
Оплата СБП QR (PSBP_FLOWWOW),07.08.2025 12:01,-1970.0
Severo-Zapadnaya p,06.08.2025 19:25,-124.0
"""TRANS-BALT""",06.08.2025 08:22,-72.0
"""TRANS-BALT""",06.08.2025 18:56,-72.0
"""TRANS-BALT""",07.08.2025 14:13,-72.0
клиента,07.08.2025 16:05,1413.0
Оплата СБП QR (Сервисы Яндекса),07.08.2025 16:05,-1341.0
клиента,07.08.2025 16:05,9.0
Оплата СБП QR (Сервисы Яндекса),07.08.2025 16:05,-9.0
Оплата товаров и услуг PRODUKTY,06.08.2025 07:36,-160.0
клиента,08.08.2025 19:58,20560.0
клиента,09.08.2025 12:09,200.0
Оплата СБП QR (Сервисы Яндекса),09.08.2025 12:09,-20560.0
YANDEX*5815*PLUS,09.08.2025 12:04,-200.0
клиента,09.08.2025 21:39,701.4
LIGHT,09.08.2025 21:39,-701.4
клиента,10.08.2025 19:26,1378.27
клиента,12.08.2025 13:23,380.0
клиента,12.08.2025 15:22,30.0
клиента,12.08.2025 16:13,29.99
клиента,12.08.2025 16:20,74.99
клиента,12.08.2025 16:21,53.0
PYATEROCHKA 7050,10.08.2025 19:26,-1378.27
клиента,12.08.2025 22:44,2403.35
Оплата товаров и услуг LEONTIN,12.08.2025 16:21,-53.0
PRACHECHNAYA,12.08.2025 13:23,-380.0
PRACHECHNAYA,12.08.2025 15:22,-30.0
PEREKRESTOK KUSHELEVKA,12.08.2025 22:44,-2403.35
SEMISHAGOFF,12.08.2025 16:20,-74.99
SEMISHAGOFF,12.08.2025 16:13,-29.99
Сбербанк,15.08.2025 12:12,11427.87
клиента,15.08.2025 12:13,-11427.87
клиента,15.08.2025 20:38,590.0
клиента,15.08.2025 20:42,500.0
клиента,15.08.2025 21:36,582.4
клиента,15.08.2025 23:15,276.0
Оплата СБП QR (KUPIKOD),15.08.2025 23:15,-276.0
клиента,15.08.2025 23:55,57.5
Оплата СБП QR (plati.market),15.08.2025 23:55,-57.5
клиента,16.08.2025 04:27,2619.0
Оплата СБП QR (Сервисы Яндекса),16.08.2025 04:27,-2619.0
клиента,16.08.2025 04:27,1.0
Оплата СБП QR (Сервисы Яндекса),16.08.2025 04:27,-1.0
Яндекса),16.08.2025 05:00,2619.0
Яндекса),16.08.2025 05:00,1.0
